Lat,Long,Depth,Magnitude
39.17,74.21,10,6.6
39.57,73.47,10,4.3
39.66,74.35,10,3.6
39.56,74.73,10,3.9
7.18,92.47,10,4.5
39.6,74.14,10,4.7
39.77,74.34,10,4.6
39.81,74.4,15,4.5
39.88,74.59,10,4
39.62,73.51,10,3.9
39.59,73.83,10,5.2
39.58,74.86,15,4.1
39.77,74.9,10,4
36.8,70.58,70,4.1
39.84,75.4,10,3.9
27.66,86.47,10,5.4
39.36,73.8,10,3.9
39.36,73.6,10,3.8
31.17,77.55,10,3.4
36.88,70.59,187,5
29.82,80.57,13,5.2
29.62,80.8,10,2.7
29.98,80.28,15,2.9
27.51,88.78,5,3.3
25.2,94.6,17,3.5
33.26,75.67,5,3.2
11.6,91.76,33,4.7
36.53,70.33,150,3.9
23.82,94.46,124,3.9
39.6,74.84,33,3.8
36.4,71.67,409,4.4
5.2,96.39,33,6.9
23.4,70.5,15,3.3
36.5,71.6,98,5.1
23.45,94.62,10,4
24.58,94.87,112,3.8
23.84,93.88,94,3.4
34.35,68.61,15,4.8
33.9,69.8,10,4.4
36.56,70.51,255,3.9
25.73,91.9,5,3.9
4.87,96.56,33,5
29.18,77.9,10,3.1
25.32,91.7,33,3.6
30.93,78.2,5,3.2
26.34,93.34,35,3.3
39.94,74.16,15,4.7
30.95,77.99,10,3.5
39.75,72.81,10,4.2
38.33,89.92,10,4.7
27.71,76.86,10,2.6
22.84,94.17,119,4.6
36.69,70.9,260,5.3
36.51,70.56,200,4.5
34.32,73.86,10,4.5
29.36,94.87,33,3.6
5.12,95.37,65,5.1
30.89,77.96,10,3.2
38.4,74.4,10,3.9
24.87,94.28,92,3.1
26.29,93.23,34,3.7
38.2,85.84,10,5.4
36.37,71.28,233,3.6
25.18,93.95,11,3.6
12.23,92.31,17,4.1
36.66,70.63,250,3.8
30.89,77.95,10,3.2
25.73,74.24,10,3.3
22.73,94.52,90,4.6
4.41,96.4,33,4.6
31.6,77.26,10,3.2
34.68,73.51,33,4.3
13.15,93.3,6,3.9
38.58,68.4,33,3.5
13.25,92.15,10,4.4
36.5,69.68,262,4.8
36.63,71.36,262,4.2
34.91,73.17,33,3.7
36.51,70.21,145,4.1
24.14,91.88,33,5.4
39.9,71.84,10,4
36.84,68.57,10,4
23.42,94.22,100,5.1
27.92,93.79,10,4.1
24.13,92,7,3.7
36.52,70.45,200,4
23.6,96.2,10,3.4
24.43,93.7,81,3.5
30.52,83.87,10,4.6
23.6,94.58,125,4.4
25.8,95.6,124,3.9
37.72,71.28,33,4.2
7.37,95.19,222,4.6
1.65,98.24,33,5.4
24.11,91.83,87,4
37.18,68.22,10,5
25.12,94.57,82,3.5
31.8,72.16,10,4.3
19.22,74.11,5,2.9
37.1,67.5,11,4.6
27.53,66.15,5,4.2
35.68,78.6,137,3.8
30.36,79.44,10,3
28.2,93.85,3,3
31.2,69.56,10,3.9
26.4,95.46,35,4.5
5.85,95.6,80,4.7
39.18,70.68,10,3.5
2.94,98.88,10,5.4
28.67,76.66,13,2.3
5.7,94.98,72,5.3
36.3,77.87,33,3.9
27.1,88.22,34,3.2
23.92,92.91,32,3.5
24.58,94.4,75,4.3
36.55,70.4,338,4.1
12.25,95.1,15,4.2
28.65,88.55,155,4.1
28.21,92.73,10,3.6
27.94,92.58,10,3.7
26.8,65.81,10,4.5
38.45,78.3,33,5.5
30.89,78.26,10,3.2
29.19,68.96,33,4
25.64,91.8,19,4
25.57,94.33,35,3.3
38.42,77.29,33,3.4
37.41,71.87,240,4
36.12,69.25,110,4
37.24,71.94,311,3.4
36.22,70.75,105,4.9
39.9,74.79,78,3.9
36.37,70.44,254,3.7
26.71,66.6,10,4.8
25.87,96.61,33,4.2
4.89,94.68,33,4.3
36.55,70.1,167,4.7
26.42,93.56,40,3.5
30.67,92.78,33,4.7
37.11,72.15,233,4.5
30.28,83.22,10,4.3
38.38,73.4,115,4.1
39.27,70.35,15,3.6
36.31,69.65,200,4.4
39.37,68.24,10,4
30.55,79.39,10,3.4
32.34,76.56,5,3.4
36.77,82.7,10,3.7
27.97,93.87,10,3.9
30.46,79.1,5,5.2
30.47,79.14,10,3.6
25.31,63.88,10,5.9
26.92,92.92,20,3.9
24.72,63.27,10,4.8
22.55,94.47,120,4.1
3.3,98.59,12,4.8
3.28,98.53,50,4.6
36.4,70.24,100,4.7
30.53,79.18,10,3.4
23.94,91.8,10,3.5
25.52,90.92,10,4.2
36.44,71.22,100,3.9
3.47,97.3,90,4.8
3.35,98.51,10,5.1
36.48,70.72,150,4.9
34.63,69.78,60,3.5
38.11,72.68,200,4.7
37.99,72.56,150,4.2
5.25,96.3,10,5.6
5.77,95.9,10,5.3
27,92.81,20,4
36.7,70.3,210,4.1
36.61,71.46,200,4.3
28.71,76.92,5,2.1
26.47,93.8,40,3.7
36.51,71.2,250,3.7
38.83,69.81,10,4.2
36.53,70.61,150,4.2
27.93,87.93,55,3.5
3.95,97.96,128,5.2
24.3,93.46,20,4.9
36.19,69.75,135,4.3
29.2,95.98,40,2.9
24.11,92.7,30,4
36.43,71.24,100,4
30.25,83.65,10,4
27.28,86.6,10,4.4
27.32,86.6,10,4.4
33.92,74.66,10,2.7
10.69,92.51,10,4.1
37.75,72.1,100,5.9
39.95,81.5,10,4.3
12.15,93.24,82,4.6
12.15,93.24,82,4.6
11.9,92.14,10,3.9
11.9,92.14,10,3.9
32.37,76.74,10,3.3
32.37,76.74,10,3.3
27.36,75.7,5,2.7
27.36,75.7,5,2.7
36.65,70.8,200,4.1
28.31,76.6,10,2.1
24.83,94.54,70,4
25.22,94.72,91,5
25.3,90.9,5,3.3
36.3,70.95,20,4
37.6,73.56,90,4.6
25.8,95.9,94,4
38.37,73.54,150,4.3
26.63,89.17,10,4.1
24.71,94.62,36,4.1
36.34,71.15,120,4.4
35.94,76.31,10,3.7
32.69,76.73,5,3.3
8.74,91.72,10,4.6
36.32,70.3,110,4.6
24.54,72.9,10,4.3
17.18,95.76,10,4.5
37.8,70.91,80,3.4
33.1,76.19,5,3.3
6.79,92.1,10,6.2
39.99,73.67,30,5.1
39.54,74.52,110,3.8
3.98,96.24,40,5.2
27.38,97.3,10,3.7
28.2,76.36,5,3
38.42,73.18,200,4.3
11.17,92.71,15,4.9
36.65,70.5,170,4
27.6,65.39,20,4.8
26.2,67.74,33,4.4
38.36,69.69,10,4
10.21,93.81,10,4
24.29,94.93,100,3.1
37.46,78.49,33,4.1
33.82,72.1,10,3.9
36.37,70.82,100,4
24.98,92.6,20,3.9
37.71,71.79,52,5.3
38.44,72.98,200,4.1
36.68,70.98,230,4.5
38.89,73.55,66,3.6
28.89,66.94,10,4.9
27.42,75.52,5,2.9
25.1,94.97,112,4.5
36.56,70.92,200,3.9
37.3,71.86,150,4.1
36.77,71,180,4.4
36.41,68.46,50,3.8
27.49,88.51,10,4.3
30.31,83.94,70,3.7
26.1,99.8,90,4.9
0.77,98.64,90,5.2
38.52,73.45,35,3.7
36.1,70.2,200,4
26.43,93.48,35,3.8
37.71,71.14,150,4.1
26.1,91.36,27,3.6
26.55,93.2,46,3.8
17.15,96.23,10,3.8
37.5,71.95,100,4
35.96,67.42,33,4.7
36.5,71.11,248,5.3
36.16,71.19,88,4.9
38.79,75.85,160,3.8
35.84,60.32,10,5.9
14.39,92.83,21,5.1
36.87,60.1,10,5
30.56,79.39,10,3.9
35.97,69.63,218,4
34.64,68.87,10,3.6
27.2,95.34,10,3.5
37.69,71.83,111,5.1
30.74,78.51,10,3.6
36.6,70.16,287,4.4
23.73,93.97,17,3.2
36.6,71.35,309,3.8
36.4,70.46,200,3.7
38.61,68.14,10,3.6
26.8,91.5,10,3.4
36.47,70.24,170,4.2
26.18,91.35,12,3.8
37.33,71.97,287,3.6
30.48,79.11,10,3.4
37.8,72.12,120,4.5
12.48,77.2,10,3.9
34,76.54,33,4.7
25.7,91.38,10,4.4
36.91,71.57,259,3.9
36.62,70.62,200,4.3
37.27,78.33,15,4.8
24.4,91.78,106,3.5
9.56,87.7,20,4.3
29.66,66.9,10,3.9
31.64,78.2,5,3.6
36,68.2,33,4
23.33,94.5,100,4
29.51,81.26,6,3.4
37.28,76.53,120,4.2
25.71,90.75,10,4.1
28.1,76.66,12,2.7
22.59,61.78,10,4.8
28.85,76.97,10,2.9
36.15,70.6,232,4.1
34.55,69.64,10,3.9
37.28,69.82,10,4
0.76,99.95,33,5
1.49,98.57,49,5.1
27.97,76.38,21,2.0C
36.6,70.85,217,3.7
14.6,93.35,10,4.2
11.24,95.19,30,4.1
32.7,76.16,10,3.5
27.62,96.41,10,3.3
27.64,96.51,10,3.2
35.48,60.56,10,5.1
24.64,94.88,10,3.3
39.6,70.97,10,6
39.9,72.28,10,4.1
39.68,71.26,30,4.4
39.84,71.32,10,4.8
36.13,70.61,100,4.2
39.94,72.41,10,4.5
36.6,71.6,250,4.8
39.32,70.91,10,4.2
39.68,70.89,35,6.3
39.51,70.87,10,4.3
39.23,71.6,10,4.2
13.76,92.38,13,4.6
39.46,71.29,10,4.6
36.37,71.76,400,5.2
23.9,93.88,31,4.1
36.58,73.95,80,4.1
2.66,97.19,50,4.7
34.4,89.1,10,3.9
26.32,92.76,36,3.2
26.51,93.27,30,3.5
30.92,74.99,40,3.4
39.44,70.43,10,4.1
38.1,74.1,10,5.3
36.36,69.51,230,3.9
38.15,75.98,100,4.3
36.63,71.5,177,4.7
36.81,71.9,200,4.6
35.2,81.57,10,3.8
36.46,70.65,279,4.3
33.56,99.2,20,4.6
11.48,94.9,10,4.9
36.65,71.25,268,4.5
27.45,88.19,10,3.4
38.46,73.49,140,4.6
34.45,68.72,35,4.2
12.8,93.8,10,4.4
24.9,94.74,90,4.1
36.77,69.96,168,5.2
36.54,71.41,100,4.4
32.85,76.36,5,2.1
32.9,76.35,5,2.5
30.89,97.9,20,4.3
32.93,76.35,5,4.1
32.96,76.35,5,3.4
32.93,76.33,10,4
32.9,76.3,5,2.5
32.92,76.35,5,2.5
32.26,76.65,5,3.7
36.14,70.72,100,4.2
12.68,93.4,20,5
29.13,96.4,30,3.6
35.17,73.92,100,3.9
35.68,69.78,121,4
23.88,94.44,27,3.5
24.1,94.33,100,3.7
36.69,70.65,200,3.8
39.87,70.53,80,4.6
39.4,71.7,10,4.1
37.46,71.9,200,4.6
37.15,71.72,200,4.2
33.22,75.91,5,4.1
27.77,88.49,5,3.6
37.3,71.21,200,4.1
10.43,93.21,110,4.5
24.2,94.7,100,3.4
39.6,71.7,10,4.7
23.39,94.35,6,3
28.85,76.7,19,4.6
28.84,76.7,5,2.2
28.87,76.72,15,2.1
28.89,76.8,32,2.2
28.93,76.68,7,3.1
28.89,76.67,10,2.9
28.88,76.67,10,2.3
28.9,76.68,10,2.2
28.88,76.73,19,2.1
27.1,76.49,21,2.6
28.15,76.49,25,2
28.91,76.67,10,2.3
24.79,95.4,122,4.4
28.9,76.66,10,2.4
17.7,73.78,12,4.6
38.2,74.39,150,4
29.23,76.52,10,2.5
24.12,92.9,13,3.4
28.74,76.82,36,2.4
39.34,70.13,33,3.8
34.18,91.49,10,3.8
29.8,76.54,10,2.4
34,75.55,37,3
25.31,94.86,112,3.9
27.9,95.97,11,2.8
38.38,69.59,33,3.9
30.82,78.58,5,3.3
36.31,70.61,88,4.7
36.7,71,146,4.5
36.53,71.45,225,4.1
37.65,73,311,4.1
33.29,90.66,33,4.3
35.9,72.23,33,4.6
32.82,76.61,10,2.8
24.2,94.17,104,3.5
37.35,71.73,194,4.6
26.66,93.97,32,3.3
36.77,71.35,261,3.8
28.77,77.9,16,2.2
37.24,71.74,159,4
28.96,76.67,10,2.2
36.74,71.35,246,4.1
37.17,72.7,313,4
24.6,94.3,7,4.7
1.82,90.98,10,4.6
38.94,68.72,33,4.1
27.1,92.42,10,3.2
23.29,94.33,134,3.6
36.7,70.74,243,4.3
36.59,71.42,231,4.2
28.43,77.36,9,2.3
25.72,87.11,10,4
38.4,73.5,126,5.2
16.97,73.6,15,2.9
36.53,71.43,175,5.3
28.85,76.68,10,3.2
34.1,68.98,21,4.6
24.29,94.45,88,3.4
36.21,70.88,221,5.6
39.69,73.52,15,4.6
39.6,70.18,10,5
36.52,70.72,250,4.1
23.98,94.39,110,3.6
25.16,94,30,3
24.23,93.68,86,2.6
28.89,76.65,10,3.1
36.75,70.51,150,5.1
23.77,94.55,90,4.7
27.32,86.46,10,4.5
26.96,89.12,7,3.3
24.25,94.65,79,4.8
37.47,72.4,300,4
32.75,95.14,20,3.7
36.37,70.59,223,3.5
36.48,69.79,230,4.4
26.95,92.17,5,3.2
37.39,72.59,300,3.7
35.34,69.42,99,4.5
25.9,90.32,10,3.6
30.9,80.99,10,3.7
36.62,71.7,100,4.1
35.11,73.25,149,4.8
27.29,88.77,5,3.4
27.58,92.5,5,3.3
29.1,95.82,10,4.8
27.38,64.85,50,4.4
10.6,93.68,10,3.5
30.4,79.17,10,3.5
39.3,75.67,50,4
26.39,93.3,40,3
2.83,99.9,200,5.1
23.57,94.32,17,4.3
14.3,93.7,5,3.5
1.19,99.49,10,4.9
30.36,77.46,10,3.4
36.31,70.88,200,4
28.86,81.68,10,3.8
30.59,82.88,10,3.9
22.8,96.22,10,3.2
39.71,73.33,10,3.5
37.42,72.26,300,4.2
26.82,89.25,10,3.8
21.3,93.45,10,4.1
24.88,95.18,19,3.9
24.64,94.25,26,3.5
25.6,94.35,31,3.1
4.57,90.71,10,4.4
34.82,69.62,50,4.1
33.23,76.71,5,3.3
36.42,70.71,200,5.9
36.99,71.91,274,3.9
24.8,91.9,13,4.4
4.46,95.2,10,5
36.39,70.75,110,4.4
36.62,70.4,248,5.4
25.12,94.68,34,3.5
23.18,93.9,21,3.4
37.76,72.8,279,4.1
26.83,66.14,10,3.7
6.29,94.15,55,4.6
39.66,70.79,10,3.9
26.95,96.1,20,3.2
23.5,90.7,37,3.7
26.39,93.19,36,3.5
38.14,74.22,251,4.4
24.7,93.9,70,3.1
39.75,74.13,15,4.8
38.11,68.7,10,4.5
26.8,92.37,10,3.9
38.63,73.74,258,4.7
24.38,93.47,89,5.2
39.79,74.12,296,4.4
36.58,70.5,153,5
39.7,70.88,10,4.1
26.58,92.38,24,3.3
28.65,82.6,38,3
6.42,95.35,33,4.7
25.7,95.19,133,4
26.39,91.69,10,3.7
24.33,93.58,72,4.2
35.43,68.93,87,4.3
38.94,70.47,10,4.1
37.4,71.97,273,4.1
31.75,78.22,10,3
36.79,71.39,193,4.1
36.27,69.75,219,3.9
27.74,97.41,7,3.4
13.7,92.77,31,4.5
39.83,74.49,33,3.9
36.96,71.37,187,4
30.66,94.98,33,4.6
28.35,65.92,10,4.4
34.64,69.16,96,3.9
28.73,81.25,10,3.7
30.38,95.13,10,4.1
38.32,73.84,89,4.6
32.81,76.47,10,4.1
19.51,77.13,10,3
26.62,95.46,94,4
25.88,94.49,31,4.5
38.31,73.64,214,3.8
36.1,70.82,233,4.5
17.18,73.82,8,4.2
23.49,94.17,120,3.6
30.36,94.85,10,4.7
29.42,94.61,10,4.2
27.1,85.84,10,4.7
29.27,81.13,10,4.5
30.56,79.95,10,3.7
36.49,71.18,317,4.1
22.45,94.42,110,4.4
35.82,74.18,33,4.4
28.73,79.21,40,3.3
38.1,74.24,288,4.4
36.22,71.11,99,5.4
2.15,96.44,10,4.9
17.27,73.89,10,2.8
33.99,72.11,40,4.5
36.46,70.76,95,4.8
39.93,75.5,15,4.3
37.26,72.21,287,3.9
36.32,70.56,89,4.8
36.49,70.94,311,4.1
31.92,82.78,10,4.8
26.6,94.43,20,3.1
24.85,94.11,38,3.5
34.4,83.71,10,3.7
9.94,92.77,68,4.8
1.19,92.8,10,5.3
36.44,71.41,307,4.7
8.56,93.37,95,4.6
29.43,69.5,33,4.6
10.75,93.19,105,4.9
23.98,94.32,109,3.5
36.88,71.95,297,4.7
25.18,90.1,8,4
39.46,73.7,10,4.3
28.11,96.6,10,3.5
37.15,72.18,344,4.1
27.54,90.57,10,3.1
16.6,95.41,14,4.2
22.6,94.34,100,3.8
28.55,64.13,10,4.2
11.84,93.74,88,4.1
24.36,94.6,66,3.4
26.65,63.65,38,4.1
18.99,94.53,178,4.7
1.86,99.79,150,5
12.97,91.92,38,4.5
12.95,91.92,38,4.7
12.91,91.95,38,4.8
21.67,94.1,142,4.8
28.99,76.6,14,2.7
36.8,70.84,154,4.7
26.9,71.56,10,3.5
38.67,70.97,390,4.2
28.67,76.58,15,2.7
25.4,94.64,99,4.4
24.34,93.5,59,3.2
2.55,90.43,15,4.7
34.22,74.27,10,4.8
36.4,70.97,216,4.6
24.72,94.7,117,3.3
32.41,76.26,10,3.5
24.33,94.33,33,3.1
12.96,92.9,10,4.2
28.64,77.12,18,2
26.43,92.85,37,3.3
23.74,92.88,10,3.1
39.6,68.5,10,5.7
28.79,96.32,30,4.2
12.92,91.91,24,4.6
12.94,91.96,33,4.3
38.18,72.49,110,5.3
32.42,76.82,5,3.1
21.42,94.49,34,4.3
12.9,91.94,70,4.9
25.14,94.74,33,4.1
18.63,94.95,10,3.2
26.78,89.32,10,3.6
26.71,95.55,12,4
27.83,95.93,14,3.8
27.88,95.88,9,4.1
11.95,95.45,10,5.3
30.61,87.17,10,3.6
22.86,94.15,10,3
12.88,92.31,10,4.2
13.27,93.18,10,3.7
19.95,83.38,15,3.2
36.39,70.24,200,4.2
25.21,95.58,10,2.9
23.27,92.75,10,2.9
33.54,92.64,10,4.1
33.45,75.82,10,3.2
33.96,75.88,35,4.2
2.33,96.66,25,4.9
36.31,70.9,200,4.3
29.5,76.65,5,2.2
6.74,92.34,15,4.9
37.6,72.62,213,4.4
13.32,92.68,30,4.2
37.6,74.8,64,4.5
31.47,77.29,10,4.1
32.29,76.33,5,3.6
28.37,76.19,5,3.1
36.39,70.32,100,5.4
1.21,67.9,10,5.1
18.9,76.64,4,2.9
32.28,76.31,5,2.2
36.48,70.59,250,4.3
34.18,70.24,33,4.4
21.55,95.89,10,4.1
32.62,78.9,38,3.2
37.1,70.85,82,4.3
36.66,71.21,250,3.9
37.12,72.8,321,4.1
38.37,73.7,188,4.2
29.5,81.17,5,4.4
2.77,66.54,10,4.4
37.31,96.68,40,4.4
36.31,70.93,188,4.4
37.18,72.19,318,4.6
29.93,66.14,10,4.7
30.48,87.84,10,4.3
26.47,92.75,10,3.3
0.77,97.36,33,4.8
24.24,91.16,34,5
29.95,77.59,11,3.1
17.32,73.69,13,3.7
38.74,73.31,23,4.8
35.87,70.46,206,3.9
37.24,71.24,86,5.2
16.21,94.35,10,3.8
29.13,79.19,24,3.5
26.23,93.27,13,2.3
35.96,69.59,122,4.6
36.89,72.35,370,4.3
37.1,71.48,272,3.9
30.9,94.46,10,3.8
36.67,70.43,303,4.3
30.16,94.96,12,6.4
30.56,95.39,10,4.9
30.45,95.59,10,3.9
30.6,95.68,10,4.5
30.24,95.19,10,4.2
26.29,73.86,12,3.9
29.91,80.3,19,3.2
30.55,95.91,10,4.3
31.3,76.4,10,3
30.29,95.47,39,4.5
23.84,94.33,97,4.4
1.66,97.57,33,5.2
35.15,69.92,60,4.4
30.29,95.8,33,4.4
29.91,95.98,38,4.2
30.48,95.36,9,4.8
38.69,72.58,33,4
36.22,70.49,98,4.2
36.47,70.88,256,4.2
37.8,72.3,277,4.4
19.26,94.6,33,4.6
30.41,76.55,10,3.6
39.73,71.19,200,4.4
12.19,95.8,10,4.7
38.11,73.5,100,3.6
25.24,93.39,30,2.8
27.3,88.27,5,3.8
22.4,94.33,30,4.6
39.23,74.35,200,4.2
38.11,73.36,130,3.6
26.89,96.41,100,4.1
25.69,66.13,40,4.1
22.73,86.5,20,3.4
24.62,94.66,50,3.5
30.56,79.21,5,4.8
17.59,73.27,5,3.1
24.43,92.4,50,2.4
35.61,77.56,128,5.2
27.35,66.47,20,5.1
27.67,86.11,10,4.5
24.26,93.29,30,2.6
25.7,91.54,10,3.1
33.45,76.81,5,4.4
25.44,96.82,10,3.9
30.67,95.66,20,4.5
34.59,78.81,40,3.9
25.75,90.7,10,4.5
11.45,94.6,136,4.6
38.83,70.81,10,4.3
39.91,74.3,50,3.7
24.16,94.35,98,3
36.79,70.74,200,5
36.27,69.3,33,4
38.98,70.48,10,3.6
5.25,94.35,50,4.6
26.36,93.78,47,3.3
27.57,94.3,10,4.1
28.59,77.18,10,1.9
36.28,71.38,120,3.9
36.55,70.83,230,4.3
34.37,84.23,15,4.8
36.35,69.78,200,3.8
29.49,80.71,10,2.8
31.34,76.41,20,2.7
10.12,93.64,13,4.8
30.66,95.59,30,4.8
36.36,70.38,170,3.6
27.41,92.6,5,3.9
10.16,92.97,30,5
23.43,94.58,110,4.3
24.88,96.86,30,3.6
36.1,69.92,110,4.6
36.5,70.59,200,4.8
19.8,73.19,10,3
34.41,73.73,10,3.9
36.62,70.68,170,5
38.19,69.29,10,4.1
39.79,72.56,40,4.7
9,77.8,5,3.1
25.1,97.8,55,3.8
30.52,79.19,5,4.1
21.88,94.3,96,5.4
37.19,69.24,200,4.4
8.74,92.35,20,5.4
39.85,71.95,40,4
36.81,71.6,200,4.7
26.83,95.86,108,4.4
30.56,79.28,10,2.8
25.74,91.2,10,2.9
39.96,73.11,30,4.5
27.29,92.83,10,3.3
37.43,72.82,300,3.6
26.33,93.2,37,2.8
25.3,93.67,6,3.4
37.32,71.24,100,4.3
36.98,70.98,97,4.9
26.7,92.46,60,3.6
19.83,73.27,10,3.5
36.27,70,193,4.6
8,91.48,33,4.5
37.14,72.25,322,4.1
39.53,72.48,58,4.5
30.6,97.6,10,4.1
24.25,97.99,24,4.7
25.6,96.69,9,4.4
39.36,73.46,10,4.2
38.63,74.4,216,4.1
7.15,95.81,256,4.8
25.91,92.5,10,3.9
38.4,74.48,256,4
26.9,92.22,12,3.2
26.34,92.97,34,3.3
38.3,78.63,10,4.1
17.53,95.12,10,3.8
24.71,94.54,9,5.8
36.39,70.93,278,4.2
36.51,70.96,202,3.8
37.94,72.88,102,5.3
32.86,76.16,5,2.9
25.5,90.44,15,3
29.11,69.54,10,3.5
18.23,95.99,10,6
18.47,95.8,10,5.2
18.38,96.9,10,5.4
18.23,96.8,10,5.1
18.23,95.94,10,5.1
18.48,95.81,10,4.6
18.33,96.4,10,4.6
18.22,96.51,10,4.8
18.23,96.46,10,4.3
38.99,69.87,26,4.9
18.26,96.82,10,4.8
24.88,95.28,128,4.5
18.22,96.2,10,4.8
22.77,92.38,15,2.5
18.8,97.3,10,4.7
18.29,96.25,10,4.8
36.78,71.72,262,4.5
36.72,70.36,155,5.9
12.17,92.3,18,4.7
18.4,95.71,10,4.6
38.95,74.24,50,4.1
4.6,86.87,14,4.2
17.28,73.71,5,3.4
24.7,94.85,120,4.1
36.76,71.38,218,4.3
34.56,86.74,10,5.2
38.2,74.71,245,4.2
37.9,72.6,263,3.9
18.11,96.91,10,4.2
36.29,70.83,82,4.3
25.27,95.2,80,4.3
37.19,72.15,127,4.6
36.95,76.93,10,4.1
25,94.78,127,3.8
26.25,89.88,10,4.4
36.38,70.71,283,4
24.3,94.3,111,4.3
17.19,73.72,5,3.3
38.4,78.19,33,4.1
18.29,95.6,10,4.7
21.25,70.53,10,3.6
1.82,96.51,33,5
14.1,92.86,10,4
22.95,94.51,100,4.2
8.42,91.61,10,6.1
8.25,91.78,10,5.2
33.27,83.56,10,4.1
35.92,69.51,100,4.5
36.63,70.51,100,4.1
24.65,94.39,68,3.2
36.26,71.21,189,4.1
25.38,90.29,15,3.1
24.63,89.45,10,4.2
26.44,66.67,35,4.8
25.92,66.11,10,4.5
36.53,70.84,193,6.2
36.65,70.17,200,4
17.25,73.73,5,3.2
20.2,98.94,10,4.4
37.32,71.81,200,3.8
0.36,99.32,50,4.4
15.69,96.4,10,4
24.21,93.64,30,3.6
24.15,93.74,30,3.7
18.11,96.25,10,4.4
22.94,94.15,10,2.8
22.79,93.98,10,3.2
35.73,69.35,266,3.9
38,72.8,100,5.2
18.21,96.4,10,3.6
5.66,95.51,10,5.3
30.42,87.55,10,4.3
33.8,93.71,10,4.5
17.62,94.32,41,4.4
33.63,90.1,35,4
30.92,87.88,10,4
30.6,77.22,10,2.5
12.29,93,31,6.3
18.61,95.29,116,4.9
38.2,72.9,200,4.5
27.51,92.45,10,3.2
38.35,72.99,135,4
35.11,87.6,10,4.6
28.8,98.59,15,3.7
36.33,71.44,200,4.2
36.82,82.16,30,4.4
8.68,93.93,30,4.1
24.7,95,23,3
36.46,70.7,200,4
33.9,75.82,10,3.2
36.17,70.71,10,4
22.65,93.42,20,4.1
1.44,99.1,80,4.7
36.32,70.42,200,3.9
36.86,70.95,200,4
39.55,70.46,50,4
35.84,70.46,90,4.2
28.6,67.27,10,4.2
39.86,72.45,100,4.2
4.55,93.17,10,4.4
26.3,92.92,51,3.2
1.81,99.68,20,4.9
26.79,92.71,11,3.1
22.51,69.43,10,3.4
27.17,92.56,20,3.3
30.71,78.68,10,3.1
30.47,87.41,10,4.1
38.8,72.83,200,4.1
36.53,69.82,200,4
0.95,99.1,86,5.4
1.8,99.1,57,5.6
30.24,87.66,10,4.9
4.79,92.34,10,4.2
3.58,97.54,120,4.7
0.44,96.49,10,5.4
23.97,93.89,96,3.9
36.46,70.59,234,4
39.4,73.3,142,4.6
18.18,95.88,10,5.1
17.35,73.63,10,3.2
26.54,93.43,54,3.5
13.76,92.66,13,4.4
6.87,94.55,78,5.2
37.4,68.39,10,5
19.89,95.9,10,5.2
37.81,72.98,100,4.3
37.69,73.4,288,4.1
22.85,96.51,32,4.2
35.1,76.67,10,4
36.47,70.6,131,4
38.39,75.82,150,4.2
2.4,99.18,175,5.3
24.41,93.65,85,4.6
5.51,95.97,10,4.7
31.64,81.42,10,3.3
33.19,76.4,10,3.8
23.65,94.7,120,4.2
25.22,93.54,10,3.2
12.48,94.7,123,4.2
18.37,97.11,10,5
6.78,94.24,89,4.3
32.81,83.95,10,4.1
26.18,89.72,10,4
21.68,94.64,118,4.3
36.34,70.45,194,5.4
23.49,70.48,10,4.2
23.15,70.5,24,3.7
1.65,99.44,76,5.1
36.65,70.84,265,4.2
2.88,97.1,10,4.9
39.31,69.74,10,5.7
38.67,68.39,38,4.7
36.91,71.32,175,4.2
37.1,71.36,100,4
36.4,71.1,199,5.3
21.81,92.98,7,3.9
33.48,90.26,10,4.4
30.14,67.87,10,3.8
36.49,70.84,284,4.3
29.87,80.28,18,3.8
39.89,80.33,38,4
26.59,97.44,10,4.4
37.4,71.87,150,4.3
13.14,93.53,79,3.8
36.11,69.86,125,4.5
39.69,74.62,14,5.3
30.68,95.11,10,4.2
37.76,72.57,192,3.9
24.77,95.22,110,4.7
36.82,70.4,302,4.4
37.22,72.15,338,4.5
36.49,71.49,201,4.4
21.96,96.25,10,4.9
36.98,71.44,228,4.4
30.2,80.15,10,3.1
14.1,92.63,10,4
33.46,73.3,10,3.9
24.9,82.55,10,4.8
36.41,71.2,295,4.4
3.76,96.29,67,4.7
31.21,80.42,10,4
37.72,72.98,129,4.3
16.61,96.23,10,4.1
7.64,91.46,10,4.3
30.89,74.73,35,3.3
36.76,71.46,180,4.2
37.93,72.97,256,4.6
2.69,96.32,10,4.9
31.54,80.73,10,4
18.8,96.24,10,4.9
25.22,95.49,165,4.6
37.1,72.26,291,4.8
18.26,96.8,10,5
24.46,93.7,36,3.8
21.59,73.17,6,3.8
37.72,72.95,38,3.5
18.27,95.61,10,4.7
27.66,67.2,10,4.4
35.95,68.79,42,4.5
36.72,70.82,120,4.3
32.5,73.95,15,3.6
18.43,95.63,10,4.8
39.41,73.63,15,4.6
33.9,70.6,33,4.6
12.94,92.18,33,4.9
11.64,93.3,108,4.4
23.45,93.96,153,5.2
17.73,96.1,10,4.6
36.58,70.55,239,5.3
28.78,77.4,10,3.5
37.7,72.58,220,4.1
